1,0.6633996375
2,0.678472095833333
3,0.694823079166667
4,0.6974700875
5,0.7910358125
6,0.803995841666667
7,0.750600470833333
8,0.763868416666666
9,0.664517804166666
10,0.649114304166667
11,0.729299654166667
12,0.7213032875
13,0.750703091666667
14,0.7822335625
15,0.7139977625
16,0.693540766666666
17,0.660106841666666
18,0.645102141666667
19,0.6411331
20,0.587860408333334
21,0.601203275
22,0.604774129166666
23,0.742698587499999
24,0.7277421875
25,0.6158574875
26,0.578064104166667
27,0.594009525
28,0.5896697375
29,0.624850508333334
30,0.610738920833333
31,0.5584398375
32,0.515166545833333
33,0.630407208333334
